term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
gentleman,0.14221372,-0.032918926,-0.084783405,-0.00687581,0.06567208,-0.041171946,-0.053044,0.18553995,0.039227884,0.12373256,-0.07279338,-0.05654978,-0.06481891,0.2243724,0.0014375988,-0.16675714,0.18659332,0.091176055,0.09464844,-0.26361153,0.11183751,-0.16497429,-0.0255383,0.14321907,0.03436611,-0.090950355,0.044827767,-0.03590852,-0.1166998,-0.11504139,0.19786155,0.03402994,0.05271757,-0.01968774,-0.00680182,0.012151542,0.16736178,-0.039812803,-0.07517837,-0.084069125,-0.02304951,-0.10117074,0.025891118,0.14053643,0.19108193,0.13094461,-0.051690314,-0.10768613,0.045950394,0.1629335,0.03582019,-0.011039682,-0.09274261,-0.0313755,0.031673994,-0.10144178,-0.033146307,-0.18245049,-0.22153755,-0.091118656,-0.07480034,0.038897794,-0.026075069,0.014272596,-0.25042248,0.1382544,-0.103708744,0.20808454,-0.09721197,0.08918956,0.14168762,0.08547335,0.19294554,0.00299857,0.17155166,0.05229983,0.16044544,0.03638485,-0.14528489,0.053449765,-0.13898143,-0.056688733,-0.04663845,0.063348524,-0.050450515,0.040696386,0.07659322,0.12579733,0.04331855,0.0030044,0.017513758,0.13363278,0.10147262,0.18413563,0.150186,0.19299197,0.03641909,-0.054751154,-0.057157394,0.06345145,-0.080369174,0.22810493,0.1404318,0.0028254834,-0.15121387,-0.15880983,0.09825015,0.068191685,-0.071224965,-0.052931283,-0.053341266,-0.1362392,0.043243684,-0.11199083,-0.018080018,-0.059173018,0.08481868,-0.08491619,-0.08041508,-0.07018071,-0.006339747,0.15013205,0.04882078,-0.06447307,-0.004547439,0.18878245,-0.026038151,-0.022222348,-0.03757906,0.092564106,0.030450808,0.05200101,0.036154985,-0.14977515,-0.10341126,0.13500698,-0.043195955,-0.11822849,-0.07053819,-0.12586328,0.039601587,-0.06359986,0.027833201,0.09714069,0.034476433,0.021175718,-0.05066873,-0.12394445,0.01868755,-0.026728611,-0.031507827,-0.040329803,0.06148247,0.008966079,-0.076942496,0.10648788,0.06945039,0.05746842,0.062248033,0.09289083,0.1494521,0.023979891,-0.07045819,0.07940648,-0.04980415,-0.002051979,-0.022069603,0.03161583,-0.02281026,0.12442299,-0.08209918,0.044398263,0.04749586,0.006835807,0.016714515,0.08500293,-0.05615474,0.049737897,0.026670901,0.02687754,-0.055963654,0.06904972,0.0036738107,0.023473239,-0.023195798,0.11975998,0.014817493,0.14155476,0.18916,0.04730243,0.13368742,-0.044637654,-0.07883272,-0.041339923,0.028428745,0.0044436255,0.058256947,-0.023757255,0.016174072,-0.00022242605
fancy,0.08432056,-0.091971554,-0.03749134,-0.03427192,0.14672889,-0.06496915,-0.023307387,0.21656343,0.057914726,0.11537137,-0.09793949,-0.100839436,-0.084165566,0.15942012,0.03143037,-0.13036801,0.043248683,0.07419924,0.100509495,-0.18486577,0.11857165,-0.14146177,-0.031455968,0.098260224,0.007470688,-0.07934779,0.02324162,-0.0510154,-0.0892054,-0.107627556,0.23481819,0.042934705,0.10049891,-0.020060599,0.0062300647,0.043176368,0.11769856,-0.016378388,-0.026289098,-0.1342694,-0.005437904,-0.06822686,-0.0135346195,0.1288239,0.14338435,0.057465225,0.019562535,-0.1479002,0.040661845,0.12109749,0.05347314,-0.0627809,-0.028597,-0.040581558,0.1329819,-0.021690158,-0.033229157,-0.17183065,-0.16862948,-0.08809255,-0.09241057,0.011266077,0.045620352,0.006324711,-0.24944332,0.0653269,-0.028072422,0.21837741,-0.1407234,0.17703937,0.078784674,0.070464276,0.18825541,0.053601686,0.1580599,0.053728975,0.14702149,-0.043576006,-0.20348762,0.019662395,-0.1766633,-0.07174066,-0.15309425,0.13434456,-0.08439886,0.038046,0.1482702,0.12526147,0.0650391,0.05912623,0.007830672,0.118723646,0.1813976,0.1994685,0.17610005,0.18497574,0.014502628,0.015970917,-0.0015132116,0.025285928,-0.16326284,0.20037626,0.10226808,-0.07864743,-0.21970072,-0.19925252,-0.00889693,0.06563515,-0.043388378,-0.11434621,-0.036225118,-0.14169507,-0.023011927,-0.0966349,0.008374491,-0.058517434,0.12833723,-0.19101372,0.0033248186,-0.11656323,0.052519556,0.13207403,0.07916491,-0.08698525,-0.035347275,0.16929746,-0.07090415,-0.059277028,0.03063461,0.03278175,-0.024112655,0.038891103,0.018806558,-0.058164112,-0.05235691,0.15428717,-0.058116585,-0.098311365,-0.10317656,-0.17052276,0.14039181,-0.1225304,0.02102574,0.036337797,0.05385076,-0.05839024,-0.10142718,-0.039949555,0.028407138,0.0030455482,0.001381243,0.017710662,0.052488625,0.08201795,-0.11912264,0.114128366,0.027621463,0.017834045,-0.010097359,0.05033816,0.12931699,0.046256058,-0.018387718,0.016338898,0.007434916,0.027539052,0.01724096,0.013661357,0.004975142,0.02645434,-0.052109588,0.07749618,0.013791642,-0.025016483,0.019260963,0.116403915,-0.070440695,0.09828938,0.015233513,0.047115147,-0.042888936,0.040072806,0.040392417,0.035213757,0.02070328,0.08155445,0.030397275,0.13557555,0.1718303,0.057560284,0.07336764,-0.045380056,-0.105321415,-0.094095975,0.006665256,0.057928693,0.055039912,-0.016797654,0.0247828,0.016853288
september,0.0496881,-0.04042007,-0.037122183,-0.028023094,0.097694635,-0.0802811,-0.0021815351,0.22816697,0.022380043,0.09987917,-0.08006135,-0.08139982,-0.047644712,0.147913,-0.0032815544,-0.10412741,0.03737339,0.082721844,0.042439163,-0.1834022,0.102851376,-0.090612926,0.0023152216,0.0658856,0.023500448,-0.058124714,-0.022407062,0.0039109425,-0.08456899,-0.041524965,0.16843168,-0.038433947,0.10997775,-0.056501728,-0.013147583,0.020894717,0.08770012,0.008109034,-0.007845312,-0.10389067,-0.053601295,-0.061109792,-0.029007392,0.10696169,0.1111374,0.030214591,-0.04427725,-0.10098049,0.043052908,0.10469978,0.006296099,-0.053785257,-0.062531464,-0.03629637,0.05024679,-0.010339282,-0.04691103,-0.15782852,-0.12695406,-0.05345712,-0.0703738,0.024558784,0.015972778,-0.023501616,-0.17772415,0.1208082,-0.00055492844,0.18335848,-0.06600086,0.1496305,0.0997102,0.09104119,0.16334692,-0.011768888,0.08889175,0.038148895,0.14088002,-0.045858514,-0.18828432,-0.014191411,-0.17007042,-0.046059497,-0.11157669,0.14536989,-0.08309213,0.041590616,0.094649814,0.10459812,0.02270933,0.062169507,0.04155609,0.108766496,0.18401816,0.13882172,0.17438003,0.15879978,0.02232506,-0.029439202,0.02090071,0.06579824,-0.09201633,0.15307283,0.07869307,-0.027283642,-0.14617404,-0.17182703,0.10302916,0.07031845,-0.04359582,-0.10593751,0.006069446,-0.10276865,0.012999876,-0.085606895,0.014706009,-0.046144474,0.08742023,-0.15240742,-0.025601225,-0.12666748,0.016327893,0.07833135,0.03473254,-0.05804035,-0.04260142,0.12232514,-0.010357476,-0.043242134,-0.026780983,0.031441394,0.02043589,0.011334056,0.0145367235,-0.07082413,-0.031078737,0.11658989,-0.03889162,-0.08720403,-0.05923946,-0.13656694,0.1411282,-0.1242182,-0.010785166,0.0026270212,0.050882913,0.009278955,-0.05376993,-0.007995981,0.008208489,0.042335328,0.004583364,-0.0061602616,0.02209642,0.07578557,-0.15373579,0.11810312,0.054537714,0.11970849,0.016762327,0.06148843,0.13053685,0.037069283,-0.039766155,0.0123003395,0.007872631,0.056294408,0.08443171,-0.025519168,-0.03467035,0.027502008,-0.043468524,0.08050749,0.053826597,0.008796506,0.04041213,0.09428633,-0.083866335,0.09282915,0.016742555,0.04822573,-0.06737261,0.07397078,0.03226842,0.0104406215,0.031804334,0.024136791,0.043370906,0.080864094,0.15961602,0.0017628014,0.12612696,0.0017748396,-0.07895942,-0.09937821,-0.040370166,0.04209914,0.08495599,-0.06464156,0.005771652,0.015255566
peasant,0.18034595,-0.098485276,-0.09118387,-0.056344163,0.11448122,-0.09445447,-0.086945884,0.28845742,0.02556064,0.123767585,-0.10713134,-0.05031163,-0.09765081,0.26739943,-0.0483487,-0.19551764,0.23526701,0.14251378,0.108927704,-0.33138427,0.17202723,-0.14554803,-0.0073289187,0.1790535,0.090737745,-0.11468798,0.037869543,-0.015946249,-0.07459358,-0.1089376,0.18238439,0.060828064,0.076787375,-0.015260137,-0.0330854,-0.040212356,0.062337987,-0.0684193,-0.082635574,-0.14923415,-0.039036583,-0.10884096,0.040677242,0.14051187,0.11362675,0.13713655,-0.07210353,-0.14969349,0.06407375,0.24894746,-0.014692709,-0.028737592,-0.1537895,-0.10419635,0.09859599,-0.08388276,-0.07114797,-0.2454738,-0.22006443,-0.10049931,-0.13353945,-0.04724012,-0.0011079462,0.02567069,-0.3209936,0.22158921,-0.12728027,0.282718,-0.16170573,0.14247634,0.18273798,0.14115031,0.25090188,0.009901476,0.18531086,0.02816137,0.17554611,0.06883483,-0.16987845,0.09854511,-0.17013071,-0.015105066,-0.04351749,0.09064086,-0.04871771,0.023771888,0.12516958,0.08950691,0.06675078,0.031731192,0.0037097896,0.089016564,0.062820695,0.13478927,0.08788153,0.19347335,0.062451273,-0.06416154,-0.04485375,0.14075896,-0.036266107,0.17737718,0.11311852,0.004298385,-0.18062443,-0.17972389,0.08928781,0.1066677,-0.073080175,-0.06731654,-0.05261897,-0.08506045,-0.026644336,-0.120371036,-0.013876118,0.007475573,0.14290388,-0.10973829,-0.090145975,-0.11960958,0.05822532,0.14051223,0.1185695,-0.1098365,0.05840661,0.20346718,-0.10304016,-0.047965605,-0.1118715,0.14691047,0.0020410768,0.06538787,0.052042775,-0.15172738,-0.057189595,0.1297998,-0.099779494,-0.12285597,-0.09253951,-0.18875098,0.08550324,-0.10802191,0.038153186,0.14740296,0.061619952,0.0019003017,-0.08920805,-0.17812394,0.061205417,0.045861933,-0.055441186,-0.028042443,0.020605672,0.027926536,-0.06944364,0.19782346,0.18076548,0.14413673,0.09679282,0.07390609,0.2191406,0.0501958,-0.07626679,0.0982031,-0.066845976,0.022083651,0.05924867,-0.006321514,0.060978167,0.13655347,-0.11087292,0.06317223,0.074897826,0.06426972,-0.011847558,0.14757179,-0.040130876,0.06449798,0.032151736,0.011217805,-0.092202924,0.108329855,0.07123042,0.01937093,-0.01595283,0.13680002,0.03881424,0.16119741,0.23117934,0.036358904,0.14690016,-0.017536733,-0.093393944,-0.056813452,-0.03308165,0.04357471,0.10807651,-0.08074076,-0.03476486,-0.010594621
quick,0.05541875,-0.03853314,-0.031426676,-0.015719056,0.06355629,-0.07945633,-0.0100496635,0.1690372,0.00069432374,0.07727336,-0.03375798,-0.061119873,-0.008124768,0.14449342,-0.013339756,-0.091851495,0.07650055,0.05531667,0.06495659,-0.14676996,0.06852201,-0.07176055,0.004000853,0.07784531,0.051588554,-0.044878155,-0.036535025,-0.0070090247,-0.04560155,-0.04419439,0.12473299,-0.0103107,0.04852446,-0.040112976,-0.020150634,-0.014345719,0.027817082,-0.021610254,0.005842265,-0.10348645,-0.061707634,-0.09879159,-0.009243669,0.08632026,0.07193759,0.007995965,-0.05092631,-0.08247855,0.0105526885,0.09672992,-1.2700459e-05,-0.042364426,-0.059271038,-0.03867216,0.055952154,-0.015837763,-0.04922155,-0.15074293,-0.11080262,-0.059317585,-0.07823671,-0.023278017,0.017025175,0.03479013,-0.19332178,0.165608,-0.0025607396,0.18595731,-0.06299702,0.15217416,0.1257729,0.08237711,0.20119813,-0.021502908,0.053061094,0.081100926,0.1405456,-0.02032906,-0.15457268,-0.026146604,-0.1350593,-0.040135235,-0.13037308,0.12933223,-0.08940321,0.027038371,0.12211149,0.11168554,0.04378123,0.085003436,0.048524827,0.065956354,0.16960874,0.11905634,0.15810087,0.17123054,0.04527948,-0.03176104,0.05028969,0.069750935,-0.07124986,0.17064941,0.0929498,-0.020653361,-0.18003134,-0.17838468,0.08039142,0.07387571,-0.058199055,-0.120087795,0.0064240303,-0.05424065,0.02909617,-0.10902728,0.032229908,-0.034182884,0.09490414,-0.1652877,-0.074521355,-0.16836523,0.013875691,0.07503907,0.05887595,-0.068529345,-0.054365534,0.12421516,-0.03833194,-0.056339633,-0.070303224,0.09243619,-0.028128944,0.049879,0.008669028,-0.06893609,-0.052484706,0.17091508,-0.06435709,-0.14063387,-0.08307947,-0.13304302,0.18148224,-0.123066604,-0.02026137,0.023484353,0.101778924,0.006801807,-0.07706733,-0.0553485,0.015285826,0.025310334,-0.025270887,-0.007200833,-0.019108666,0.08941121,-0.15728632,0.16573183,0.08651352,0.15193525,0.021542579,0.031182952,0.20806624,0.045538448,-0.06131135,0.0027539872,-0.0026895925,0.086846516,0.12345569,-0.0197476,-0.049581885,0.06324178,-0.043816738,0.08967371,0.036196344,0.031891998,0.014045216,0.15826914,-0.090705134,0.08655815,0.013551005,0.03470765,-0.0981513,0.06957771,0.07466928,0.041639123,-0.0044779037,0.08485319,0.056997277,0.08576972,0.20753866,-0.02739757,0.14832397,-0.008835578,-0.10998936,-0.07198051,-0.05194227,0.08678673,0.11022583,-0.073322035,-0.008590017,0.028256766
shook,0.13487482,0.018555164,-0.054749236,0.059641276,-0.04659731,0.038628154,-0.05709222,0.042192604,0.0935235,0.071710214,0.015742114,0.06615553,0.041219626,0.06964672,0.010888484,-0.096796945,0.23684976,0.0706129,0.0813967,-0.14971575,0.12565596,-0.021453107,0.047102593,0.11094201,0.12424959,-0.06589922,-0.028206395,0.025200069,-0.01141008,-0.08446574,0.063711494,-0.025153011,-0.044342272,-0.16605906,-0.06423147,-0.06681385,0.0098577505,-0.03117933,0.02938194,-0.04979179,-0.0651926,-0.10704389,0.0048614196,0.04286448,0.012331424,0.07546539,-0.2249506,-0.039766766,-0.0032035,0.09861275,-0.023006074,-0.10265176,-0.12133529,-0.026377657,0.011293681,-0.056949403,-0.011375702,-0.20888244,-0.06680863,-0.13613603,0.011802975,0.052536797,0.036557868,0.06498735,-0.112337545,0.19726731,-0.04439495,0.06499844,0.0018505983,-0.117238194,0.14549413,0.03306502,0.16285491,-0.08737939,-0.012965057,0.022022082,0.13882984,0.09713417,-0.114645734,-0.0074128523,-0.14926015,0.0069591124,-0.016056921,0.059881065,0.009686464,-0.016459882,0.038387436,0.08316791,0.07865688,0.018064002,0.05431952,0.06051865,0.13356632,0.047748197,0.043733686,0.14679167,0.012122104,-0.10244979,0.028893268,0.10276187,-0.001750529,0.14916798,0.13843945,0.071079105,-0.18285176,-0.2842614,0.18651406,0.057380233,-0.08800838,-0.1738411,0.06597742,0.008414206,0.04514354,-0.15471916,0.12606275,-0.074037515,0.1569919,-0.20239253,-0.17650636,-0.27532414,0.050039582,0.12126208,0.14741276,-0.1264504,-0.15050912,0.31823972,-0.026996152,-0.096977174,-0.14689144,0.21281585,-0.026075533,0.077552386,0.056365315,-0.13914639,-0.13441502,0.21895836,-0.048443735,-0.28269365,-0.14024433,-0.121417224,0.2469422,-0.18390746,-0.0006745564,0.11209547,0.251613,0.13626833,-0.08771046,-0.2044423,0.07490443,-0.026562884,-0.06467924,-0.001895491,0.0043220976,0.045558117,-0.33322877,0.30937415,0.25993785,0.26040253,0.18227755,0.0887694,0.26872084,-0.050535046,-0.17869821,0.04655287,0.0056869653,0.16458191,0.13170719,-0.02722113,-0.10423793,0.124116,-0.14471027,0.2053043,0.12732364,0.0663993,-0.0024719895,0.28011993,-0.15336668,0.062114142,0.021749461,0.030832293,-0.2320322,0.1745241,0.1709107,0.1302875,0.0622459,0.15204579,0.097905464,0.13938533,0.43873167,0.021728324,0.27563184,-0.017218255,-0.15567559,-0.02144347,-0.04944798,0.1401219,0.17562889,-0.1183776,-0.0015608834,0.022855762
brain,0.10720607,-0.07996252,-0.09760403,0.0057730447,0.074147046,-0.01631851,-0.04704304,0.24468327,0.040529042,0.111966684,-0.07620236,-0.11090283,0.043300405,0.21249267,-0.0008960156,-0.1300164,0.10832272,0.12629172,0.1122207,-0.15878728,0.092493236,-0.17163578,0.004832446,0.05490811,0.02270495,-0.11364498,0.024842657,-0.05006723,-0.06960307,-0.10946106,0.24371761,0.048596382,0.0455041,0.033355452,-0.007175208,0.04633419,0.08395363,-0.018006064,-0.041256152,-0.14009137,0.010049816,-0.10292129,-0.0011975481,0.21193545,0.100747734,0.08634679,0.08522993,-0.10329621,0.055798564,0.07810636,0.024646912,0.028368771,0.01482981,-0.039941415,0.04949451,-0.03791049,-0.040639203,-0.1499971,-0.11775891,-0.08536599,0.006841489,0.009572864,-0.004425683,0.030492313,-0.26758513,0.13305177,-0.06603564,0.18853845,-0.1331612,0.19414409,0.16115835,0.045871347,0.23244286,-0.0071881027,0.10973361,0.12421182,0.1073491,0.04363151,-0.15693627,0.017755365,-0.122754924,-0.06369136,-0.08796783,0.098760515,-0.013084437,0.03500827,0.13684112,0.13965099,0.085999385,0.03095212,0.04508206,0.07832202,0.11451482,0.14909413,0.11145494,0.16542223,0.05030438,-0.01453194,0.005319632,0.048504595,-0.081617944,0.19894396,0.09385673,-0.052055646,-0.20988426,-0.18899679,0.07344861,0.060811404,-0.00021740606,-0.08510117,-0.032521594,-0.1561855,0.012276868,-0.10166206,-0.017118508,-0.053719822,0.13449663,-0.120195575,-0.05008715,-0.06712638,0.037600454,0.13115184,0.044006523,-0.023453383,-0.06177779,0.1298463,-0.11047315,-0.0909422,-0.034237504,0.08579021,-0.01990342,0.029194083,0.0041945023,-0.09619281,-0.06520292,0.1746196,-0.04903999,-0.12985392,-0.09641289,-0.15013324,0.08870609,-0.0771493,-0.02956905,0.07460917,0.024325637,-0.0003210722,-0.078426234,-0.06387018,0.017935507,0.0084745055,-0.031510584,-0.08832574,0.08984944,0.02269644,-0.0525634,0.19059955,0.06879439,0.11677092,-0.021987824,0.07875019,0.10488913,0.016336184,-0.014388402,0.0055232556,-0.074124366,0.04633373,-0.0045226347,0.0043491153,-0.056952294,0.053537957,-0.085509114,0.13392743,0.067988165,-0.051046632,-0.065560125,0.12493569,-0.1218905,0.10814388,-0.0138370525,0.020763978,-0.10716877,0.062203635,0.14297631,0.054217264,0.013674082,0.1095741,-0.004516572,0.1852412,0.28522032,-0.0036493952,0.1163643,-0.048529983,-0.13707754,-0.07444976,0.0072514177,0.08479041,0.12407934,-0.015448973,-0.06475515,0.029898072
courage,0.06821587,-0.050343875,-0.025736623,-0.022903828,0.058712926,-0.035418574,-0.032381523,0.15555473,0.016285872,0.11729317,-0.062456653,-0.03689235,-0.012404502,0.16657011,-0.004771518,-0.11309816,0.11071247,0.10301601,0.08424753,-0.11786614,0.09350294,-0.10236731,0.009552999,0.044417825,0.06296573,-0.10987968,-0.0390124,-0.030040896,-0.046108223,-0.1475046,0.20278896,0.0656111,0.02412943,0.021641716,-0.017170986,0.013864957,0.015140336,-0.03297255,-0.0045795985,-0.14332984,-0.05192612,-0.08902673,-0.017344672,0.10720862,0.0819052,0.052266553,0.004084874,-0.131155,0.0028899205,0.103579044,0.04160256,-0.03821042,-0.0067255893,-0.055959694,0.111085355,-0.005607702,-0.034394898,-0.17873216,-0.13058749,-0.115711614,-0.0119051235,-0.002276383,0.026771002,0.050507247,-0.22240524,0.11595304,-0.026259705,0.15941785,-0.10382228,0.16058028,0.13851078,0.016475653,0.21147382,0.031415995,0.05536819,0.10434713,0.11039387,0.0061902916,-0.1884641,-0.0030310908,-0.15111302,-0.07827602,-0.134868,0.16373153,-0.081176005,0.049613297,0.15358458,0.103393964,0.060403652,0.050765958,0.06281818,0.015252588,0.118091635,0.09395088,0.095429376,0.17357469,-0.0015687107,-0.04283953,0.016577188,0.055703815,-0.11887453,0.18412042,0.10065075,-0.07491025,-0.23285338,-0.24410777,0.01841576,0.09116299,-0.033670343,-0.13749668,-0.0064339945,-0.09135073,0.0047631897,-0.13786416,0.022688068,-0.055227503,0.112656996,-0.17375354,-0.048298683,-0.12784947,0.09736701,0.11152535,0.1089334,-0.069167055,-0.07051068,0.17424756,-0.1033407,-0.07643125,-0.042839695,0.066857025,-0.0634356,0.08014879,0.005254135,-0.01316669,-0.06418441,0.20736878,-0.07060245,-0.19189137,-0.12889886,-0.14614186,0.18076664,-0.1357387,-0.017074784,0.056795493,0.1156637,0.0023455324,-0.114715524,-0.11429887,0.032345157,0.017864428,-0.043517057,-0.03619677,0.0025136576,0.09949368,-0.14670086,0.18061313,0.13062963,0.12104872,0.0010385164,0.04470105,0.1740689,-0.0030015744,-0.014679216,-0.04507977,0.003935055,0.07779285,0.08282571,-0.060887724,-0.054504044,0.036808975,-0.08390773,0.11660123,0.038042396,-0.03686028,-0.030612135,0.19274518,-0.1060433,0.04563207,0.025360154,0.043991562,-0.10825886,0.09390556,0.122848034,0.048166294,0.019528866,0.09796549,0.018481,0.17799193,0.24919908,-0.0040847533,0.11608505,-0.02183597,-0.12615372,-0.041506413,0.031383567,0.13188678,0.08831827,-0.02546356,-0.044324443,0.007705714
letters,0.083696134,-0.00056168047,-0.04093939,-0.01057157,0.011564016,-0.03891771,0.016337054,0.11379905,0.01795307,0.10243702,-0.062440358,-0.02785188,-0.051028784,0.16369261,-0.061217364,-0.085781895,0.16911787,0.08092808,0.068854645,-0.19075312,0.13302335,-0.07399593,0.037063424,0.109968364,0.06771817,-0.026474789,-0.008342384,-0.022378307,-0.05590972,-0.09000349,0.11478415,0.04968934,0.04430518,-0.0510092,-0.019164365,-0.024610912,0.07006498,-0.049490787,-0.04505314,-0.08062099,-0.043285426,-0.10357051,-0.002792734,0.07402709,0.1004174,0.09081744,-0.094574355,-0.1172132,0.015376671,0.13697465,-0.012083721,-0.012099157,-0.09079884,-0.04909508,0.043720223,-0.098200046,-0.027085673,-0.25216663,-0.15052095,-0.12816845,-0.052964948,0.0093899,-0.0039749164,0.021582719,-0.19990148,0.14377365,-0.059442967,0.14535142,-0.067422934,0.099155344,0.07156891,0.057497054,0.18344855,-0.0025559508,0.107073255,0.03242896,0.14832647,0.05520732,-0.13416384,-0.039226968,-0.13141048,-0.04786595,-0.029398546,0.091082335,-0.080016665,0.009344521,0.11484971,0.07929558,0.0026072501,0.023623783,0.03472876,0.00092625234,0.05134106,0.058693126,0.10089862,0.1464903,0.041095257,-0.07276229,-0.0154481195,0.058475714,-0.05836708,0.14975245,0.105950885,0.0123054,-0.14118922,-0.20640762,0.086254515,0.1066313,-0.057098836,-0.123125136,0.0015398919,-0.07781018,0.020391483,-0.0974369,0.013381399,-0.06673421,0.116782844,-0.16388035,-0.10317953,-0.17668903,0.03755602,0.12245309,0.07937276,-0.1284372,-0.07830894,0.2599048,-0.03382588,-0.05501829,-0.06917103,0.108841285,-0.061024807,0.065037146,-0.015040949,-0.07371566,-0.100879125,0.23783988,0.008407568,-0.17939195,-0.0788288,-0.15083575,0.1767289,-0.14501514,0.019670054,0.07241649,0.16180047,0.07393898,-0.10601526,-0.11958877,0.05276056,-0.01761833,-0.047810066,0.021619832,0.05626346,0.09075372,-0.20923114,0.1988475,0.19260427,0.19427668,0.09497113,0.0790432,0.24434301,-0.0072577936,-0.054547455,0.026165735,0.017616505,0.06833867,0.05385989,0.0032785032,-0.041541476,0.055899836,-0.08421016,0.075156726,0.08022258,0.04169118,-0.0007786088,0.22042201,-0.1058938,0.018573437,-0.029280517,0.008920535,-0.088390745,0.07549741,0.062392548,0.016760517,0.024386123,0.060283214,0.03976237,0.11712752,0.21558627,0.009819776,0.15533964,0.025556253,-0.06950217,-0.012535765,0.0015334561,0.09565327,0.05720967,-0.017424097,-0.015850943,-0.004112105
passion,0.09932615,-0.080295086,-0.033546466,-0.0067493753,0.09021174,-0.061945885,-0.04452298,0.14692351,0.03601197,0.13534805,-0.05590139,-0.051998783,-0.017345613,0.20701154,-0.04864201,-0.107443914,0.16080208,0.0962387,0.1374776,-0.18659237,0.1268712,-0.079906106,-0.028859591,0.074586965,0.056997363,-0.045217395,0.038534585,0.0058773533,-0.09005059,-0.16161455,0.20621932,0.08095042,0.056516707,-0.01844163,-0.052529592,0.04752027,0.040935546,-0.0489244,-0.026892524,-0.11305559,-0.059216138,-0.1084074,-0.015062787,0.075833045,0.080387816,0.09791333,-0.068263166,-0.1182451,-0.039743613,0.1943144,0.018376369,-0.06536995,-0.09982284,-0.06301919,0.09389295,-0.039284468,-0.06159078,-0.24398814,-0.18913719,-0.119982824,-0.10429253,-0.032356836,0.036431,0.047050748,-0.24784845,0.1378577,-0.097408265,0.1748856,-0.09067289,0.11715741,0.089579076,0.107843116,0.12976056,0.03672439,0.11508681,0.08606063,0.13016677,-0.005185491,-0.10880658,0.007934329,-0.13456607,-0.026857482,-0.15170501,0.11256426,-0.06993097,0.049278885,0.14743567,0.1272223,0.09835435,0.09700097,-0.008474539,0.07820262,0.11157721,0.12512979,0.090995334,0.24710089,0.045581456,-0.066939056,-0.0014374366,0.06460218,-0.06823009,0.14208163,0.12625167,0.025288533,-0.16945468,-0.1848043,0.039809916,0.122414626,-0.06974753,-0.089775905,0.002937954,-0.06909476,0.040297065,-0.060860723,-0.022402372,-0.055561442,0.098877005,-0.17452411,-0.10954382,-0.15464012,0.07396414,0.08106389,0.08954269,-0.15579188,-0.02708587,0.21792488,-0.075361796,-0.054981854,-0.0398934,0.10116746,-0.04739078,0.10085593,0.023188952,-0.07859097,-0.0658033,0.1552788,-0.03507906,-0.10351008,-0.098848574,-0.10729351,0.17340748,-0.06481102,-0.019100461,0.08691689,0.15579228,-0.024582082,-0.07371554,-0.1178639,0.042239837,0.016408652,0.01957939,0.033136945,0.03585021,0.08417256,-0.23044977,0.20328088,0.17890762,0.2025985,0.07566381,0.057578284,0.2502279,0.061068725,-0.067382015,0.010540278,-0.024420327,0.094665945,0.15274295,0.028596858,-0.008633554,0.07707004,-0.083630696,0.06813782,0.06598291,0.05024706,0.059030216,0.22453088,-0.10432355,0.079161115,-0.04949705,0.035207525,-0.10905496,0.11859312,0.10753001,-0.011884418,-0.002335613,0.1250884,0.08321914,0.13821995,0.2484887,-0.023554934,0.15406825,-0.024526985,-0.07674221,-0.031501297,-0.06616541,0.09381155,0.050388496,-0.009758546,0.0028543863,0.078769736
